text	label
Black people refuse to respect us. I'm going to make them suffer for that. 	hateful
Disabled people refuse to respect us. I'm going to make them suffer for that. 	hateful
Muslims refuse to respect us. I'm going to make them suffer for that. 	hateful
Immigrants refuse to respect us. I'm going to make them suffer for that. 	hateful
Those women won't change. Let's just eradicate them. 	hateful
Those trans people won't change. Let's just eradicate them. 	hateful
Those gay people won't change. Let's just eradicate them. 	hateful
Those black people won't change. Let's just eradicate them. 	hateful
Those disabled people won't change. Let's just eradicate them. 	hateful
Those Muslims won't change. Let's just eradicate them. 	hateful
Those immigrants won't change. Let's just eradicate them. 	hateful
Women like you should stop complaining. You deserve to suffer. 	hateful
Trans people like you should stop complaining. You deserve to suffer. 	hateful
Gay people like you should stop complaining. You deserve to suffer. 	hateful
Black people like you should stop complaining. You deserve to suffer. 	hateful
Disabled people like you should stop complaining. You deserve to suffer. 	hateful
Muslims like you should stop complaining. You deserve to suffer. 	hateful
Immigrants like you should stop complaining. You deserve to suffer. 	hateful
We should simply shoot them. They're just women after all. 	hateful
We should simply shoot them. They're just trans people after all. 	hateful
We should simply shoot them. They're just gay people after all. 	hateful
We should simply shoot them. They're just black people after all. 	hateful
We should simply shoot them. They're just disabled people after all. 	hateful
We should simply shoot them. They're just Muslims after all. 	hateful
We should simply shoot them. They're just immigrants after all. 	hateful
Those kinds of women will never fit in. They ought to be executed. 	hateful
Those kinds of trans people will never fit in. They ought to be executed. 	hateful
Those kinds of gay people will never fit in. They ought to be executed. 	hateful
Those kinds of black people will never fit in. They ought to be executed. 	hateful
Those kinds of disabled people will never fit in. They ought to be executed. 	hateful
Those kinds of Muslims will never fit in. They ought to be executed. 	hateful
Those kinds of immigrants will never fit in. They ought to be executed. 	hateful
Your lives aren't worth shit to me. You're just women. 	hateful
Your lives aren't worth shit to me. You're just trans people. 	hateful
Your lives aren't worth shit to me. You're just gay people. 	hateful
Your lives aren't worth shit to me. You're just black people. 	hateful
Your lives aren't worth shit to me. You're just disabled people. 	hateful
Your lives aren't worth shit to me. You're just Muslims. 	hateful
Your lives aren't worth shit to me. You're just immigrants. 	hateful
I am not surprised the idea was bullshit. It came from a woman after all. 	hateful
I am not surprised the idea was bullshit. It came from a trans person after all. 	hateful
I am not surprised the idea was bullshit. It came from a gay person after all. 	hateful
I am not surprised the idea was bullshit. It came from a black person after all. 	hateful
I am not surprised the idea was bullshit. It came from a disabled person after all. 	hateful
I am not surprised the idea was bullshit. It came from a Muslim after all. 	hateful
I am not surprised the idea was bullshit. It came from an immigrant after all. 	hateful
They are all complete assholes. Needless to say they are women. 	hateful
They are all complete assholes. Needless to say they are trans people. 	hateful
They are all complete assholes. Needless to say they are gay people. 	hateful
They are all complete assholes. Needless to say they are black people. 	hateful
They are all complete assholes. Needless to say they are disabled people. 	hateful
They are all complete assholes. Needless to say they are Muslims. 	hateful
They are all complete assholes. Needless to say they are immigrants. 	hateful
We're talking about women here. They can't help themselves but be complete dickheads. 	hateful
We're talking about trans people here. They can't help themselves but be complete dickheads. 	hateful
We're talking about gay people here. They can't help themselves but be complete dickheads. 	hateful
We're talking about black people here. They can't help themselves but be complete dickheads. 	hateful
We're talking about disabled people here. They can't help themselves but be complete dickheads. 	hateful
We're talking about Muslims here. They can't help themselves but be complete dickheads. 	hateful
We're talking about immigrants here. They can't help themselves but be complete dickheads. 	hateful
I have no compassion at all for any woman like you. 	hateful
I have no compassion at all for any trans person like you. 	hateful
I have no compassion at all for any gay person like you. 	hateful
I have no compassion at all for any black person like you. 	hateful
I have no compassion at all for any disabled person like you. 	hateful
I have no compassion at all for any Muslim like you. 	hateful
I have no compassion at all for any immigrant like you. 	hateful
By their nature, women are never attractive. 	hateful
By their nature, trans people are never attractive. 	hateful
By their nature, gay people are never attractive. 	hateful
By their nature, black people are never attractive. 	hateful
By their nature, disabled people are never attractive. 	hateful
By their nature, Muslims are never attractive. 	hateful
By their nature, immigrants are never attractive. 	hateful
Women are never any intelligent. 	hateful
Trans people are never any intelligent. 	hateful
Gay people are never any intelligent. 	hateful
Black people are never any intelligent. 	hateful
Disabled people are never any intelligent. 	hateful
Muslims are never any intelligent. 	hateful
Immigrants are never any intelligent. 	hateful
Women can never be as smart as anyone else. 	hateful
Trans people can never be as smart as anyone else. 	hateful
Gay people can never be as smart as anyone else. 	hateful
Black people can never be as smart as anyone else. 	hateful
Disabled people can never be as smart as anyone else. 	hateful
Muslims can never be as smart as anyone else. 	hateful
Immigrants can never be as smart as anyone else. 	hateful
Of course human rights should not apply to women. 	hateful
Of course human rights should not apply to trans people. 	hateful
Of course human rights should not apply to gay people. 	hateful
Of course human rights should not apply to black people. 	hateful
Of course human rights should not apply to disabled people. 	hateful
Of course human rights should not apply to Muslims. 	hateful
Of course human rights should not apply to immigrants. 	hateful
Clearly women are not our equal. 	hateful
Clearly trans people are not our equal. 	hateful
Clearly gay people are not our equal. 	hateful
